Revenue,Margin,Orders,Units,Recency
1500,17.0,1,1,843
15000,1398.0,1,15,818
76998,24983.0,3,63,2246
13599,2655.0,1,16,797
1144,36.0,1,1,808
2502,702.0,2,2,1567
6767,76.0,3,5,1476
1691,563.0,1,1,782
1076,0.0,1,1,788
3217,0.0,1,1,781
3873,302.0,4,7,2210
1831,316.0,1,1,840
8992,3399.0,5,7,2711
940,0.0,1,3,777
2040,582.0,2,3,1430
3307,947.0,4,4,1540
743,145.0,1,1,784
1405,370.0,1,1,990
2553,407.0,3,3,1542
545,85.0,1,1,866
2114,773.0,1,1,843
1442,664.0,1,1,818
19564,6794.0,1,14,865
18513,6388.0,13,24,2758
4742,2060.0,2,2,1471
12751,2027.0,3,10,1491
768,115.0,1,2,803
1095,348.0,1,1,822
3328,1497.0,2,2,1037
1612,621.0,1,1,838
5206,1490.0,3,6,2035
2070,709.0,2,3,1489
9479,1516.0,6,6,1957
3170,546.0,1,9,840
9059,2316.0,7,8,2240
5368,1103.0,7,8,2240
2915,1021.0,1,4,803
21830,9173.0,8,17,2166
6432,1200.0,5,6,2169
27762,12754.0,5,18,2414
1856,843.0,1,1,969
489,172.0,1,1,843
1757,531.0,2,2,1366
2819,337.0,3,3,1517
828,335.0,1,1,796
243,102.0,1,1,810
1945,368.0,3,3,842
2552,1037.0,1,1,788
65590,16573.0,25,68,1518
1493,206.0,1,2,846
18367,6288.0,2,12,861
869,123.0,1,1,1007
3926,665.0,2,5,1491
635,226.0,1,1,826
5376,1860.0,4,5,2085
1127,235.0,2,4,1354
15583,4250.0,2,20,1367
332,29.0,1,1,802
879,218.0,1,1,795
3059,499.0,3,6,1409
2528,538.0,2,5,808
1373,534.0,1,1,826
35584,12078.0,6,17,2436
650,35.0,1,1,837
92428,24227.0,27,70,2741
7425,2329.0,1,6,853
82916,20832.0,46,103,2715
8956,1939.0,3,6,1585
540,17.0,1,1,819
1581,137.0,1,2,802
1929,606.0,1,1,850
1457,405.0,2,2,1525
873,242.0,1,1,805
179050,51240.0,7,108,2336
1074,367.0,1,1,854
17510,4142.0,1,25,857
662,28.0,2,2,1605
378,57.0,1,1,809
2699,374.0,3,3,1389
314,43.0,1,1,796
11694,3796.0,12,15,2773
4045,764.0,3,4,1505
1407,327.0,1,1,823
14854,5222.0,2,13,824
3970,1172.0,1,2,997
39816,4993.0,3,46,827
9022,1444.0,4,15,2113
1552,393.0,1,1,845
2185,420.0,1,2,846
1450,497.0,1,1,812
1607,311.0,1,2,847
5949,2599.0,1,4,854
1113,228.0,2,2,821
5548,1755.0,3,3,844
5061,1657.0,2,4,807
1323,254.0,1,1,980
31586,9607.0,6,21,1578
1163,43.0,1,1,826
4131,504.0,1,4,858
2150,226.0,2,2,1448
1583,445.0,1,1,845
17602,1312.0,7,26,2016
1261,375.0,1,1,840
5557,1385.0,2,3,1596
25690,7232.0,9,44,2778
660,6.0,1,1,868
2037,19.0,1,3,972
14395,3335.0,1,15,857
1241,334.0,1,1,818
50429,9586.0,12,37,2743
1983,653.0,1,1,816
6432,752.0,1,7,865
603,6.0,1,1,865
1152,344.0,1,1,844
2483,452.0,1,1,781
402,77.0,1,1,839
1248,440.0,1,1,815
775,270.0,1,1,998
2428,72.0,1,3,851
1202,416.0,1,1,838
4843,395.0,8,9,2717
1808,204.0,1,1,814
3551,296.0,1,6,831
700,9.0,1,1,810
6241,835.0,8,8,2158
1667,243.0,1,1,812
1268,499.0,1,1,865
55416,14811.0,11,57,2193
8490,2837.0,5,8,3136
5672,1305.0,4,6,1358
1568,303.0,1,1,812
1808,239.0,1,1,806
5345,977.0,3,4,1515
894,29.0,1,1,791
650,22.0,1,1,799
107345,18587.0,28,70,2736
6824,1375.0,1,8,855
3912,862.0,2,4,1522
9099,1394.0,14,16,2777
1533,284.0,1,1,1005
46704,18851.0,1,22,853
933,180.0,1,1,844
2655,503.0,1,1,838
4407,751.0,5,9,2254
29959,10165.0,4,16,2770
3260,1200.0,1,2,795
564,10.0,1,1,830
810,138.0,1,1,826
28611,9890.0,3,30,1623
1902,707.0,1,1,794
54281,3707.0,11,122,4686
2784,654.0,5,5,3827
1702,219.0,1,1,812
13411,2368.0,4,13,2753
3157,627.0,2,3,1552
11543,1569.0,10,11,1578
2992,476.0,2,7,1588
3898,660.0,3,5,1524
18284,6314.0,2,12,1388
1430,444.0,2,2,1461
5457,641.0,3,6,801
14335,823.0,11,24,2738
2192,208.0,2,3,1870
11653,3534.0,2,8,1643
22579,5158.0,9,17,2707
51891,9651.0,15,44,2759
10246,2357.0,6,10,2018
8662,2540.0,2,6,1375
3812,1088.0,1,2,786
3369,226.0,2,2,1417
2864,854.0,2,2,1451
585,31.0,1,1,854
3242,1004.0,3,6,1515
1522,404.0,1,1,982
1210,462.0,1,2,864
10063,566.0,4,14,1880
37898,11133.0,2,35,1561
28456,3042.0,3,36,1401
2913,1245.0,1,3,786
2240,719.0,1,1,790
9122,1717.0,4,5,1568
1406,41.0,1,1,858
2513,594.0,1,3,803
5647,2061.0,3,4,2068
3599,0.0,1,2,964
1453,482.0,1,1,815
6831,1558.0,2,9,860
1424,17.0,1,2,817
1493,499.0,1,1,852
1092,384.0,1,1,810
800,35.0,1,2,805
32640,10842.0,1,21,837
8042,784.0,2,12,1543
2063,208.0,1,2,798
47122,8255.0,2,35,796
42132,11871.0,21,59,4678
1865,0.0,1,1,788
2033,372.0,1,2,796
1572,366.0,2,2,1326
754,0.0,1,1,780
1987,464.0,1,2,801
7744,1937.0,5,5,818
1925,800.0,2,2,1404
1841,123.0,1,1,798
1406,402.0,1,1,790
18439,5989.0,10,15,2642
2768,410.0,1,4,1007
725,136.0,1,1,783
4243,928.0,2,3,1629
14305,3347.0,3,15,1541
2022,593.0,1,2,803
1745,444.0,1,1,791
1516,196.0,1,1,826
1754,210.0,1,1,782
1838,515.0,1,1,840
4674,2073.0,1,2,844
700,0.0,1,1,781
1078,184.0,1,1,1001
1280,11.0,1,1,797
8189,3229.0,3,8,1503
2986,232.0,2,6,1442
707,235.0,1,1,796
1155,385.0,1,1,830
1430,449.0,1,1,840
1500,20.0,1,1,847
2364,876.0,2,2,1424
1409,197.0,1,1,785
1592,438.0,1,1,812
699,255.0,1,1,1049
830,39.0,1,1,816
16206,1910.0,5,17,2130
60028,7295.0,13,78,1544
2412,456.0,1,2,796
574,17.0,1,1,818
6861,1221.0,3,7,2183
989,283.0,1,1,795
54459,24532.0,2,50,791
3877,1298.0,1,2,853
11581,3694.0,4,9,2788
1144,330.0,1,1,972
1645,355.0,1,1,792
1518,510.0,1,1,854
2712,446.0,1,1,790
31139,10403.0,3,18,2250
6934,1770.0,6,6,2723
30187,7679.0,11,24,2749
1702,200.0,1,1,817
5309,1641.0,2,2,1419
5010,358.0,1,8,812
6011,1229.0,2,5,1483
2711,478.0,1,3,1026
5941,789.0,1,3,837
2474,414.0,1,1,831
44402,10396.0,6,47,2038
1952,271.0,1,2,797
37728,7139.0,1,7,817
446,92.0,1,1,780
597,53.0,1,1,836
1709,989.0,1,1,857
21176,3699.0,5,10,812
1472,251.0,1,1,805
998,300.0,1,1,985
12755,619.0,14,19,4077
6723,2281.0,3,4,1515
1405,26.0,1,1,800
4184,620.0,2,2,1497
18484,4905.0,7,11,2763
720,56.0,1,1,791
674,111.0,1,1,848
1139,227.0,1,2,852
1235,488.0,1,1,847
70814,28304.0,8,52,1443
439,0.0,1,1,783
1337,374.0,2,2,1661
491,174.0,1,1,795
2363,1059.0,1,1,822
14928,3168.0,6,18,1348
12459,5481.0,2,11,800
810,291.0,1,1,830
700,30.0,1,1,812
982,399.0,2,2,811
642,251.0,1,1,854
950,204.0,1,1,853
1328,492.0,1,1,796
2562,945.0,2,5,1843
4990,1105.0,5,7,3071
3911,1024.0,3,3,1503
13263,3942.0,7,8,3025
2577,931.0,1,1,832
24359,9397.0,9,28,2033
5310,44.0,2,8,801
1044,0.0,1,1,782
571,98.0,1,1,841
5048,1334.0,3,4,817
13320,3901.0,6,9,2684
1175,0.0,1,1,969
13807,3092.0,3,6,1377
1563,575.0,1,2,852
18513,2814.0,6,23,1384
2619,246.0,1,2,795
549,69.0,1,1,825
1480,0.0,1,1,787
8654,3362.0,2,6,793
4141,1162.0,3,4,1494
654,0.0,1,1,781
6038,519.0,4,13,1510
19288,6829.0,12,24,4036
1472,193.0,1,3,852
34397,10996.0,6,22,2766
606,186.0,1,1,833
2133,640.0,1,1,851
1231,388.0,1,1,822
1742,495.0,1,1,836
7023,1833.0,2,4,1444
1431,488.0,1,1,825
6042,2233.0,1,4,808
569,9.0,1,1,812
2688,443.0,2,2,1680
6540,2654.0,2,3,811
312,26.0,1,1,843
856,120.0,1,1,858
1299,1299.0,1,1,864
31818,1676.0,14,23,2730
1739,357.0,1,1,833
3400,433.0,1,2,812
1465,543.0,1,1,846
1893,13.0,1,2,788
5778,884.0,3,5,2178
4540,317.0,4,10,1952
407,61.0,1,1,801
21267,6125.0,6,15,1533
24339,8239.0,12,20,3482
1012,146.0,1,2,822
980,43.0,1,3,817
777,270.0,1,1,854
1501,216.0,1,2,810
425,111.0,1,1,797
448,38.0,1,1,868
2541,264.0,4,4,2092
552,0.0,1,1,964
2540,464.0,2,4,824
1803,861.0,1,1,796
1453,204.0,1,1,819
736,167.0,1,1,815
7659,1432.0,4,5,2190
5481,1265.0,5,6,2049
6310,1031.0,3,4,1391
6272,1744.0,5,5,2760
1258,70.0,1,2,812
1605,390.0,1,1,840
307,37.0,1,1,1042
2627,650.0,2,2,1393
1787,529.0,1,2,840
10626,1247.0,2,4,1549
3654,1581.0,1,1,852
2078,43.0,1,1,803
1478,319.0,1,2,853
49261,17688.0,5,29,2866
5968,1207.0,4,4,2026
5624,1092.0,1,2,788
4127,1189.0,2,3,855
2987,1423.0,1,3,1044
21519,6164.0,2,10,1487
2012,794.0,1,1,855
5611,1118.0,1,1,838
2273,770.0,1,2,866
770,294.0,1,1,797
18562,1368.0,2,18,1376
1434,544.0,1,2,850
1255,309.0,2,3,1536
1455,560.0,1,1,789
2184,706.0,2,2,1450
3518,0.0,2,2,970
14465,4768.0,3,8,1019
11412,3569.0,2,13,817
2262,0.0,1,1,777
2140,942.0,1,1,815
6546,2535.0,3,5,1992
1264,403.0,2,2,865
3001,570.0,1,3,824
9701,661.0,2,7,1566
4854,422.0,1,2,818
4065,1126.0,1,4,866
1264,208.0,1,1,790
777,236.0,1,1,977
2026,399.0,1,1,844
1039,174.0,1,1,830
643,33.0,1,1,850
2948,404.0,4,4,1353
7520,1822.0,2,4,1353
7226,1731.0,4,4,2026
9930,2262.0,2,7,860
3205,533.0,1,3,794
848,136.0,1,1,818
3777,1113.0,4,5,2134
2036,231.0,3,3,2480
593,230.0,1,1,844
1713,395.0,1,1,809
1725,338.0,3,3,1391
521,77.0,1,1,840
4621,2000.0,1,2,818
2492,628.0,1,1,833
799,267.0,1,1,811
3633,1391.0,4,5,2176
5251,1347.0,4,6,2402
627,138.0,1,1,818
342,39.0,1,1,1011
3121,297.0,5,6,2799
6217,1691.0,4,4,2009
315,50.0,1,1,807
2018,106.0,2,4,1557
24043,8612.0,5,21,2174
9442,1244.0,4,14,2015
4026,747.0,3,5,829
2936,723.0,1,2,848
11547,4298.0,6,10,2814
1257,251.0,1,2,810
5218,1394.0,4,4,3194
6770,811.0,3,9,2011
3952,1418.0,3,3,814
1393,325.0,1,1,844
18052,3545.0,8,22,1978
708,149.0,1,1,846
430,155.0,1,1,804
1094,91.0,2,2,1460
864,282.0,1,1,843
2216,830.0,2,2,860
2425,605.0,3,3,1350
15565,4783.0,7,12,3780
9576,3158.0,4,8,2206
7377,1657.0,5,5,3562
13724,2846.0,5,21,2243
33348,9405.0,3,34,2204
491,49.0,1,1,868
1235,467.0,1,1,803
1498,219.0,1,1,817
3512,973.0,1,2,796
3160,1128.0,1,4,857
698,203.0,1,1,819
2674,104.0,1,3,1013
8669,3258.0,4,8,2001
4527,737.0,3,7,1472
2552,773.0,1,1,804
6005,1614.0,1,6,854
2249,0.0,1,1,784
752,28.0,1,1,808
3023,534.0,1,2,837
3174,1116.0,1,2,858
6745,716.0,2,7,1543
22258,7588.0,4,15,1490
7159,1778.0,4,5,2245
1317,450.0,1,1,847
3998,941.0,2,2,821
1573,441.0,2,2,1563
1912,648.0,1,1,840
6712,2224.0,5,8,2180
661,210.0,1,1,846
19645,5273.0,11,17,2741
39546,6041.0,24,40,3489
6637,1715.0,5,6,2062
628,123.0,1,1,817
97835,33769.0,12,87,4686
555,32.0,1,1,793
600,22.0,1,1,868
764,78.0,1,2,859
2128,644.0,2,2,1509
8439,2694.0,5,10,1609
655,164.0,1,1,794
1246,567.0,1,1,802
10132,1889.0,6,15,1544
816,41.0,2,3,853
465,58.0,1,1,850
3179,0.0,1,2,969
9829,1585.0,1,12,803
1480,339.0,1,1,787
1172,171.0,1,1,801
617,36.0,1,1,833
3222,577.0,1,2,825
15749,1814.0,3,28,1424
4605,891.0,2,3,1425
4106,1190.0,4,4,1998
20822,1251.0,1,16,832
801,285.0,1,1,826
2829,0.0,1,5,977
10811,3462.0,4,10,2023
6025,1380.0,2,7,1360
1300,179.0,1,1,810
2849,167.0,2,4,816
641,16.0,1,2,824
1198,273.0,1,1,832
2060,343.0,1,1,826
2332,556.0,1,1,812
5231,357.0,3,8,1559
929,79.0,1,1,781
155929,38194.0,6,149,2817
879,280.0,1,1,965
1679,521.0,1,1,843
1692,496.0,1,1,790
1543,491.0,1,1,860
24146,5202.0,11,21,2693
3571,829.0,2,2,796
4953,0.0,1,2,790
3332,389.0,3,5,2042
534,44.0,1,1,787
607,17.0,1,1,802
1570,204.0,1,1,799
37605,7679.0,10,26,2770
2364,439.0,1,3,829
1126,99.0,1,1,826
279,48.0,1,1,791
629,95.0,1,1,829
1391,479.0,1,1,824
6830,2012.0,5,5,2709
708,62.0,1,1,809
2261,749.0,2,3,1568
1893,226.0,2,4,1297
9873,2266.0,3,7,1564
1606,307.0,1,2,1006
1630,110.0,2,3,1410
5370,1619.0,3,4,1385
2806,194.0,4,5,2160
872,308.0,1,1,846
75596,18444.0,30,75,2720
8202,1457.0,1,10,850
1803,537.0,1,1,816
6841,1799.0,3,4,2166
1824,255.0,1,3,864
928,281.0,1,1,790
240894,144751.0,6,91,2775
21099,7017.0,10,20,2186
1625,601.0,1,1,782
4457,463.0,3,3,1571
806,136.0,1,1,840
5905,1542.0,3,4,1550
2540,1575.0,1,1,813
2273,542.0,3,3,1326
1755,745.0,1,1,839
1217,419.0,1,1,783
2180,746.0,2,2,1530
43552,15138.0,23,34,4693
540,105.0,1,1,859
448,36.0,1,1,864
16916,2052.0,1,20,812
29879,2207.0,2,42,838
513,211.0,1,1,794
1139,525.0,1,1,864
2770,0.0,1,1,782
6195,1324.0,3,10,1559
84636,44.0,3,242,1346
43736,2249.0,4,57,1543
10340,2310.0,7,15,3156
799,245.0,1,1,850
421,80.0,1,1,859
4958,2105.0,4,5,1467
12882,5675.0,7,10,2757
9808,1024.0,2,7,1395
5582,1841.0,1,4,822
2627,1144.0,1,4,812
468,55.0,1,1,795
2453,189.0,1,5,830
454,151.0,1,1,826
7962,2938.0,5,6,3161
21953,5985.0,6,27,2137
12473,4124.0,6,10,2716
28929,9850.0,8,44,2778
913,136.0,2,2,1608
3768,1463.0,2,2,1404
748,304.0,1,1,866
2784,172.0,3,7,2155
1619,305.0,1,1,845
2856,237.0,1,6,803
7428,2021.0,5,13,2801
11328,1348.0,6,11,1977
4089,164.0,5,8,2684
13852,1899.0,9,27,2778
535,236.0,1,1,844
2487,248.0,5,7,2140
6286,666.0,7,13,2019
3673,187.0,7,7,2766
5901,1567.0,4,10,2039
8721,2305.0,6,16,1943
1525,266.0,2,5,1557
11292,4005.0,1,7,808
34311,11702.0,18,21,4648
803,243.0,1,1,844
17717,4209.0,4,30,2708
1683,496.0,2,2,1492
1524,513.0,1,1,848
650,23.0,1,1,823
2098,426.0,6,6,1540
11842,3876.0,2,18,1503
1328,475.0,1,1,809
1274,261.0,1,2,817
488,220.0,1,1,791
1587,554.0,2,2,1021
20218,1829.0,5,28,2570
2829,905.0,3,3,1408
11178,3641.0,3,7,1459
764,0.0,1,1,783
1261,414.0,1,1,804
15681,4825.0,10,11,4187
2932,1040.0,1,2,804
708,145.0,1,1,854
1225,262.0,1,2,854
10930,4708.0,2,11,850
9012,3239.0,6,14,1346
516,91.0,1,1,971
2553,85.0,3,3,1347
3109,1189.0,2,4,1512
1415,500.0,1,1,811
3189,1222.0,2,2,821
6806,912.0,5,10,1398
812,175.0,1,2,816
642,215.0,1,1,838
1459,512.0,1,1,831
442,76.0,1,1,866
2859,1036.0,3,3,1406
7933,2495.0,3,6,2432
469,52.0,1,1,801
8484,643.0,7,16,2146
10821,2664.0,8,10,1475
1595,525.0,1,1,866
685,78.0,1,1,844
11125,4002.0,2,9,1466
2273,973.0,1,1,795
3029,698.0,1,2,797
589,34.0,1,1,823
2187,799.0,1,1,829
19884,3331.0,18,27,4742
13273,4220.0,4,16,2119
4494,1533.0,4,4,2143
935,285.0,1,1,845
1212,465.0,1,1,790
1959,789.0,1,1,788
839,145.0,1,1,803
2682,713.0,2,2,1366
4900,1333.0,2,2,1528
1029,88.0,2,2,804
5253,1155.0,3,3,1559
25362,4899.0,20,29,6750
3354,721.0,2,4,1520
5540,2115.0,2,5,1511
1564,324.0,1,3,868
1434,451.0,1,2,798
2122,792.0,1,3,828
2119,706.0,1,2,817
440,31.0,1,1,781
3831,406.0,2,6,1601
24208,6913.0,11,21,2222
296,55.0,1,1,797
9276,354.0,3,15,1850
413,137.0,1,1,809
764,186.0,1,1,810
2380,196.0,1,5,811
1042,299.0,1,1,830
1363,687.0,1,1,822
3723,1376.0,1,3,809
4451,1124.0,1,2,809
3180,552.0,1,3,847
34646,14821.0,2,42,867
597,24.0,1,1,824
24280,7074.0,8,23,3766
1040,351.0,1,1,844
1132,384.0,1,1,785
313,41.0,1,1,803
3047,678.0,4,4,800
8134,3179.0,6,8,1402
3744,704.0,2,2,1509
1690,316.0,1,1,818
5440,1276.0,1,7,846
862,0.0,1,1,777
1703,342.0,2,2,1604
2896,537.0,1,2,1000
51419,10871.0,3,47,1556
1224,241.0,1,2,833
631,90.0,1,2,825
1122,246.0,1,2,830
8581,1368.0,1,12,791
7777,842.0,8,13,2756
74269,14616.0,4,62,2161
3860,898.0,3,7,1580
1841,91.0,3,3,2042
3807,32.0,2,2,1339
12675,1464.0,10,14,2932
1521,328.0,1,1,816
755,0.0,1,1,781
5248,417.0,2,7,1556
2657,879.0,2,2,1494
631,144.0,1,1,788
1318,589.0,1,1,847
563,113.0,1,1,867
10602,1503.0,4,13,1366
9206,3170.0,1,6,867
1448,328.0,1,1,795
22842,5990.0,7,16,4160
794,81.0,1,1,811
2352,421.0,2,4,1476
4150,194.0,1,5,837
24668,4892.0,2,20,1474
3138,837.0,3,3,2166
2061,153.0,2,2,1565
712,55.0,1,1,865
6395,1769.0,3,4,1559
5176,716.0,3,6,1482
3192,1211.0,1,3,809
907,198.0,1,1,993
40433,16893.0,4,20,3028
1995,0.0,1,1,965
19428,6008.0,2,13,1348
1492,134.0,1,3,817
474,170.0,1,1,830
4118,1460.0,2,3,825
2070,335.0,3,3,1340
4312,977.0,5,5,1457
6883,2621.0,5,5,819
1133,116.0,1,1,790
1102,130.0,1,1,854
265,6.0,1,1,812
8359,2940.0,7,7,4260
1691,717.0,1,1,843
5408,1336.0,7,8,2757
6336,2024.0,4,4,822
559,200.0,1,1,837
882,188.0,1,1,846
7056,1380.0,5,5,2757
2078,43.0,1,1,807
1330,21.0,1,1,801
1001,315.0,1,1,839
6111,524.0,4,5,2048
7913,2499.0,2,7,1987
12956,3207.0,2,15,1402
2159,203.0,2,4,1465
1343,330.0,3,3,1379
79165,4105.0,4,157,2075
30726,12568.0,7,26,2711
2239,682.0,1,2,845
1841,443.0,1,1,840
2124,629.0,1,1,790
22125,2093.0,6,35,2669
3333,954.0,3,3,1556
18721,2249.0,3,35,2448
4456,1785.0,3,3,812
4231,788.0,3,12,1526
792,268.0,1,1,831
100892,12908.0,1,76,794
1714,107.0,1,3,836
975,306.0,1,1,861
2136,44.0,2,3,1543
1895,573.0,1,1,797
1831,219.0,1,1,818
2318,488.0,1,2,808
18159,6733.0,10,12,4129
10019,2543.0,5,10,817
1070,293.0,1,1,812
17500,981.0,1,24,812
5908,403.0,1,9,797
2560,713.0,1,1,858
830,39.0,1,1,816
2189,809.0,2,2,834
1104,316.0,1,1,845
1745,704.0,1,1,847
33293,8701.0,2,23,859
3223,354.0,1,5,1043
30576,977.0,1,28,815
4146,915.0,2,4,1491
889,304.0,1,1,795
538,198.0,1,1,812
7724,1429.0,5,7,1397
13429,3126.0,4,19,2193
26946,9497.0,2,18,1553
3698,1166.0,4,5,1526
804,196.0,1,1,861
20339,1271.0,1,34,822
1330,107.0,1,2,993
4885,995.0,4,4,2001
836,102.0,1,2,867
4090,196.0,2,5,1478
11369,3696.0,7,11,2125
783,97.0,1,1,825
1106,328.0,1,1,866
1453,36.0,1,1,821
5952,1730.0,4,4,2004
1501,208.0,1,2,803
1945,436.0,1,1,832
4460,457.0,2,10,1896
588,51.0,1,1,791
2260,741.0,1,1,847
10922,1305.0,6,15,2205
3295,331.0,2,3,815
1737,313.0,1,2,813
3464,1014.0,3,5,1508
670,272.0,1,1,858
11400,2463.0,5,9,1982
637,124.0,1,1,853
4168,1533.0,2,3,1568
13022,4122.0,7,9,4078
2329,905.0,1,3,860
1498,528.0,1,1,791
777,260.0,1,1,826
16771,3850.0,4,24,2238
1084,101.0,1,1,790
2802,567.0,1,2,815
2495,347.0,1,2,815
1314,443.0,1,1,822
5005,1606.0,3,3,1332
664,36.0,1,1,798
2936,125.0,2,10,1020
1416,112.0,1,2,789
2491,600.0,1,2,851
5465,2164.0,4,4,1458
4250,1514.0,2,4,827
1611,602.0,1,1,823
7372,2021.0,8,9,3207
716,144.0,1,1,800
326,25.0,1,1,852
1963,138.0,1,2,794
639,162.0,1,1,845
1496,256.0,1,1,979
54224,10504.0,3,60,2616
735,252.0,1,1,783
19575,50.0,3,29,808
59645,20370.0,3,55,2130
1062,71.0,1,2,864
8974,3670.0,1,6,850
23260,7176.0,6,21,1350
2285,203.0,1,1,812
1316,0.0,1,1,777
3544,638.0,1,1,839
2856,1098.0,1,1,833
49129,9552.0,16,74,4694
2104,147.0,2,4,822
1179,298.0,1,2,832
2356,362.0,3,4,1311
1004,333.0,1,1,805
17092,2681.0,4,25,1552
2024,533.0,3,3,1380
8834,2038.0,1,6,865
1879,800.0,1,1,864
26489,3177.0,5,55,1342
1101,169.0,1,2,796
25411,7172.0,1,30,992
502,70.0,1,1,822
4710,1373.0,4,5,2070
4794,1176.0,3,4,1467
1519,136.0,1,1,812
2534,925.0,1,1,844
4066,1099.0,1,2,787
1317,4.0,1,1,831
5902,1803.0,3,6,2070
20379,2056.0,13,30,2738
1371,0.0,2,3,781
19585,2676.0,20,23,3931
3758,1146.0,4,4,2989
1124,321.0,1,1,826
324,65.0,1,1,802
478,59.0,1,1,835
847,357.0,1,1,853
4784,761.0,4,5,1538
788,90.0,1,1,836
1937,588.0,1,1,845
1478,593.0,2,2,1529
4337,1494.0,4,4,1399
600,197.0,1,2,1003
2956,1256.0,1,2,789
714,66.0,1,1,809
1300,3.0,1,1,801
6817,376.0,2,5,1504
1811,372.0,1,1,846
16697,3121.0,4,10,1472
7375,1383.0,4,8,1320
14768,5226.0,4,13,1421
2316,221.0,3,3,2067
6344,1839.0,1,3,835
2076,278.0,1,3,984
5433,1883.0,2,3,1403
4810,886.0,3,3,836
707,2.0,1,1,851
58323,24978.0,4,32,1997
8415,1148.0,1,9,846
2483,452.0,1,1,780
4647,317.0,2,3,1515
7160,1575.0,3,7,2013
344,26.0,1,1,837
6408,1596.0,9,11,2036
2345,270.0,1,5,1050
898,63.0,1,1,812
1746,353.0,2,2,1417
2043,255.0,1,1,840
5086,1429.0,1,3,839
14725,3748.0,6,20,2643
17666,4540.0,1,7,853
644,32.0,1,1,793
2215,122.0,2,2,1386
682,170.0,1,1,804
2562,262.0,1,3,839
3154,374.0,3,4,2619
1995,246.0,2,4,1469
20860,5419.0,8,27,2756
27680,5971.0,4,33,2808
2627,780.0,1,2,858
3547,992.0,2,3,1534
1912,93.0,3,3,1520
1000,225.0,2,2,1611
6484,582.0,4,5,1355
3631,1560.0,3,4,1457
997,10.0,1,1,819
1879,601.0,2,2,1020
1078,86.0,1,1,814
3548,0.0,1,1,777
385,104.0,1,1,796
1538,610.0,1,1,846
28418,8572.0,2,15,841
12425,4402.0,6,7,2076
28191,6031.0,15,21,2665
897,157.0,1,1,819
1676,175.0,1,1,836
8257,1165.0,2,11,790
981,103.0,2,2,999
1449,62.0,1,1,804
1220,683.0,1,1,810
26755,8390.0,4,14,1543
1828,295.0,4,6,2186
2485,586.0,3,3,2214
633,70.0,1,1,810
3735,1141.0,2,2,1505
5480,1338.0,5,6,2803
9142,3130.0,5,8,2156
3777,1423.0,1,1,840
1453,306.0,1,1,971
9224,2293.0,2,7,1527
2742,634.0,1,2,815
1536,404.0,1,1,819
869,190.0,1,1,815
3719,754.0,3,4,2201
3592,893.0,2,3,1563
10177,2131.0,4,15,2072
664,38.0,1,1,810
3855,1363.0,1,3,790
1382,478.0,2,2,1411
1597,618.0,1,1,803
12698,3681.0,3,12,2689
8329,2574.0,3,12,1595
44724,6940.0,5,48,2191
7839,2332.0,8,11,1528
9251,2525.0,4,15,2173
16037,1470.0,17,29,2746
2921,478.0,2,5,1496
1407,487.0,1,1,837
572,78.0,1,1,833
886,309.0,1,1,846
3559,1201.0,4,5,2696
1657,540.0,1,2,976
21616,7028.0,7,24,2230
301,26.0,1,1,808
14929,3791.0,6,10,2733
1144,255.0,1,1,831
39491,8616.0,4,65,1343
1483,289.0,1,1,822
14567,4673.0,5,15,2107
1890,390.0,1,1,806
3220,1129.0,1,3,816
616,146.0,1,1,860
12978,3014.0,6,6,3293
2593,794.0,2,3,1568
531,47.0,1,1,847
1078,340.0,1,1,838
10652,2426.0,1,13,857
9769,1475.0,6,20,2688
973,324.0,1,1,830
604,106.0,1,1,834
19607,6852.0,11,18,2671
714,176.0,1,1,832
880,238.0,1,1,796
1635,365.0,1,1,978
11128,4858.0,2,7,1555
1985,615.0,2,2,1620
7869,3222.0,4,5,1422
3396,1169.0,2,3,1374
7637,2383.0,6,10,2199
6534,2401.0,1,7,818
1075,74.0,2,2,1468
1086,207.0,1,1,796
1629,590.0,1,1,846
819,0.0,1,1,780
6198,0.0,1,5,969
16524,5316.0,6,12,2705
18632,5772.0,12,19,2058
16252,4352.0,5,11,2177
15075,5070.0,5,17,1377
3564,380.0,2,3,1535
655,86.0,1,1,790
487,148.0,1,2,797
3593,491.0,3,7,2098
282,7.0,1,1,810
8740,2390.0,6,7,2239
36780,8530.0,32,37,4656
2750,487.0,2,3,1465
800,198.0,1,1,858
3622,1222.0,4,5,1576
26979,8184.0,12,41,2702
449,99.0,1,1,847
26243,5791.0,12,38,2732
4689,1282.0,2,3,1318
4934,173.0,4,11,2033
6112,1648.0,2,7,806
3440,892.0,1,1,815
1796,699.0,1,1,999
2182,804.0,2,2,815
553,70.0,1,1,805
589,180.0,1,1,794
3900,681.0,1,5,815
2828,16.0,2,2,835
1273,438.0,1,1,823
308,31.0,1,1,821
820,63.0,1,1,851
25576,6574.0,5,35,2665
3870,760.0,3,3,1390
2416,363.0,1,3,1012
1337,553.0,1,1,794
678,210.0,1,1,805
21161,6414.0,2,23,1309
2600,784.0,3,4,2243
3101,311.0,2,7,1382
708,267.0,1,1,803
7433,3764.0,4,8,820
1207,409.0,1,1,852
751,89.0,1,1,843
4558,898.0,1,6,840
120515,29949.0,17,143,4679
