Revenue,Margin,Orders,Units,Recency
1786,377.0,1,1,802
1230,158.0,1,1,825
4938,1099.0,1,1,838
1284,297.0,1,1,808
1178,299.0,1,2,821
923,284.0,1,1,810
589,34.0,1,1,811
1531,0.0,1,1,783
914,111.0,2,2,864
34374,12203.0,1,70,839
731,98.0,1,1,991
21064,5245.0,4,20,2230
7452,1978.0,4,5,1572
1575,0.0,1,1,780
11405,3437.0,3,12,1452
448,35.0,1,1,846
9732,1933.0,7,7,2216
1607,265.0,1,1,832
14196,2967.0,5,18,1466
1332,430.0,1,2,857
1573,600.0,2,2,1472
810,293.0,1,1,791
10091,3140.0,3,10,2731
1446,433.0,1,1,844
279,48.0,1,1,794
942,56.0,2,2,807
6588,849.0,8,9,2721
5364,761.0,2,7,1557
2571,786.0,1,1,805
922,437.0,1,1,832
9076,480.0,3,12,1889
553,75.0,1,1,782
2206,641.0,1,1,839
3838,1787.0,3,3,2592
1561,281.0,1,1,843
1376,249.0,1,1,836
1550,586.0,1,1,866
2460,758.0,1,3,846
3125,983.0,2,2,850
12310,4670.0,4,10,1567
2418,1112.0,1,3,809
588,47.0,1,1,865
4872,1664.0,2,3,1556
4880,1293.0,4,7,2132
2930,743.0,2,3,1594
476,39.0,1,1,817
1396,440.0,2,3,1591
2437,0.0,1,1,783
24910,6037.0,1,20,826
3987,1229.0,3,4,1361
5500,24.0,1,11,852
12798,3061.0,7,17,2767
1676,370.0,2,2,1434
10669,4405.0,4,5,2220
1975,824.0,1,1,822
714,6.0,1,1,992
9432,3865.0,1,8,847
3861,1438.0,2,4,1409
17921,6792.0,1,11,866
13329,4159.0,6,12,1538
27721,9557.0,2,35,814
72455,9222.0,1,49,868
2951,528.0,1,1,800
12017,4601.0,2,13,1432
2392,272.0,1,2,689
3322,90.0,1,2,742
949,260.0,1,1,991
1483,61.0,1,1,719
2180,627.0,1,1,726
4500,482.0,3,7,1217
702,77.0,1,1,693
1228,201.0,2,2,702
1980,243.0,1,1,758
650,147.0,1,1,710
26480,2345.0,30,45,1909
2086,57.0,3,3,1948
2913,330.0,1,4,707
6437,1569.0,2,4,1580
1626,542.0,1,1,737
1354,0.0,1,1,691
1248,469.0,1,1,714
21733,7770.0,7,13,1383
2434,24.0,1,5,767
1792,334.0,1,2,712
3243,569.0,2,4,1396
1542,298.0,1,1,698
2044,445.0,2,2,1367
4993,1077.0,3,4,1360
11399,2821.0,2,7,1682
5583,412.0,1,10,717
1874,485.0,1,2,735
2183,362.0,1,1,725
4186,975.0,1,4,742
1980,3.0,1,1,704
1000,120.0,1,1,735
3688,969.0,3,5,1913
902,2.0,1,1,713
1761,592.0,1,1,720
1098,178.0,1,1,724
1306,96.0,1,1,976
3657,693.0,1,3,725
652,158.0,1,1,749
1759,52.0,1,1,759
604,102.0,1,1,712
726,243.0,1,1,726
705,115.0,1,1,740
13454,4738.0,5,10,1957
1576,319.0,1,1,704
14483,0.0,1,11,690
38056,10980.0,4,25,1917
12955,3038.0,8,8,3464
5325,1394.0,5,6,1904
549,17.0,1,1,729
1761,452.0,2,2,738
2070,351.0,1,3,728
6354,0.0,1,5,689
2969,953.0,1,1,692
1364,203.0,1,2,728
46766,5463.0,10,54,1932
4156,864.0,5,7,1405
987,207.0,1,1,696
1366,0.0,1,1,961
2267,1053.0,1,1,1013
574,44.0,1,1,709
7677,1934.0,5,5,748
554,13.0,1,2,698
6010,1998.0,1,10,748
14790,2782.0,2,14,1374
1700,232.0,1,1,728
3396,189.0,1,4,699
1635,21.0,1,2,707
3478,37.0,1,1,714
15088,4636.0,1,10,746
46827,10786.0,24,32,2741
933,178.0,1,1,731
18594,4326.0,7,16,1364
1669,494.0,1,1,739
36706,12923.0,4,20,1360
1701,471.0,1,1,712
1433,0.0,1,2,691
10764,3017.0,2,10,1238
1899,520.0,1,1,745
18463,985.0,1,10,704
1562,519.0,1,1,741
11459,1751.0,1,12,1013
5684,293.0,1,9,714
631,110.0,1,1,730
4815,535.0,2,2,1388
1937,641.0,3,3,1855
10687,1719.0,14,14,1243
11365,2064.0,5,10,1347
28149,6833.0,2,25,1272
3855,1122.0,1,3,764
1788,458.0,1,1,714
3175,602.0,1,18,689
37370,9033.0,8,47,4127
526,68.0,1,1,705
124949,10160.0,1,125,734
511,214.0,1,1,758
1522,73.0,1,2,728
7237,1861.0,3,5,1342
16172,6146.0,2,14,742
1627,420.0,1,1,763
2192,724.0,1,1,762
3331,888.0,2,4,750
6117,1169.0,1,10,721
1265,224.0,1,1,976
6022,679.0,8,16,1399
5349,1047.0,1,7,690
810,284.0,1,1,731
1195,0.0,1,1,687
2168,105.0,2,3,720
2446,379.0,3,4,1904
4840,1031.0,1,2,738
5104,554.0,2,5,1305
10045,3760.0,3,10,1289
9261,810.0,7,11,1873
1516,543.0,1,1,984
12759,2456.0,4,16,1821
1781,633.0,1,1,762
3794,906.0,2,5,1319
2226,338.0,2,3,1306
8520,1473.0,5,15,1253
3621,715.0,3,4,1258
2081,221.0,3,4,1342
22662,5665.0,2,45,719
1703,330.0,1,1,725
635,6.0,1,1,701
3675,1044.0,2,2,993
2214,257.0,1,3,763
1395,385.0,1,1,739
21978,2188.0,8,32,1840
4778,1534.0,2,2,1414
8071,3538.0,1,5,741
22247,5739.0,9,15,1911
1804,484.0,2,2,718
3016,316.0,2,2,1404
3172,1198.0,1,1,717
2781,784.0,2,2,1236
17860,4072.0,8,10,3199
6886,1058.0,2,4,1270
959,169.0,1,1,747
1443,287.0,1,1,706
1120,494.0,1,1,699
10093,891.0,2,16,719
1770,223.0,2,2,1284
25555,3993.0,7,33,1934
7971,1251.0,7,9,1289
2330,173.0,1,1,714
708,10.0,1,1,756
3690,440.0,2,4,1897
640,14.0,1,1,706
1824,558.0,2,2,1333
40934,2159.0,12,102,1978
6340,951.0,7,9,1920
881,153.0,1,1,728
4378,1398.0,2,2,1351
4767,1057.0,2,3,1345
2330,558.0,1,1,705
3073,439.0,3,3,1366
2178,328.0,3,3,1372
21342,5220.0,13,22,4731
1929,652.0,1,1,745
707,65.0,1,1,715
2999,187.0,1,4,740
1151,252.0,1,1,742
1840,134.0,1,1,727
1734,418.0,1,1,760
9985,676.0,2,20,719
1564,564.0,1,1,742
1333,481.0,1,1,754
19056,4032.0,1,12,689
11920,1782.0,2,9,1865
1569,745.0,1,1,990
2747,722.0,1,2,731
8414,2756.0,3,5,1321
1328,382.0,2,2,1240
32494,8278.0,13,31,2488
1492,268.0,1,1,697
320,5.0,1,1,720
1823,0.0,2,2,703
1128,368.0,1,1,774
17431,6398.0,6,12,1940
14048,5605.0,4,11,1919
873,198.0,1,1,986
3687,682.0,1,6,727
2775,460.0,1,1,703
5777,1176.0,6,10,1895
3519,667.0,1,10,733
549,61.0,1,1,707
31073,4258.0,4,61,1385
1091,553.0,1,1,712
4424,335.0,3,6,1281
2548,211.0,2,6,1244
16290,3913.0,16,17,2405
2167,910.0,1,1,1035
3121,157.0,1,1,725
24552,7763.0,1,30,755
23265,6005.0,1,35,747
2393,613.0,1,1,696
23524,9862.0,6,15,1933
2900,783.0,2,2,1311
4214,1184.0,1,3,711
810,289.0,1,1,692
3482,987.0,1,5,745
2199,462.0,1,1,775
15746,4381.0,5,9,3213
47315,6518.0,11,38,1229
1273,442.0,1,1,709
16017,3145.0,1,10,746
96471,37164.0,4,79,1288
1723,694.0,1,1,704
3407,878.0,2,5,751
1349,282.0,1,1,731
1500,268.0,1,1,720
8859,2611.0,5,9,1226
1760,0.0,1,4,690
423,155.0,1,1,1005
375,40.0,1,1,768
15831,3894.0,8,13,1884
1879,144.0,1,1,728
19157,4932.0,5,11,1913
13937,4060.0,4,16,1870
11683,4202.0,7,18,1876
3188,326.0,3,6,1373
3100,1114.0,1,3,747
2689,877.0,1,5,738
1001,113.0,1,2,739
3768,951.0,2,2,1782
4141,1584.0,2,2,1298
3599,495.0,1,1,762
6810,2322.0,2,5,1331
6514,2064.0,1,4,733
13261,4397.0,2,7,1261
1479,208.0,1,1,718
1984,1004.0,2,3,1370
5224,2029.0,3,4,1319
5399,1681.0,1,5,731
9531,3267.0,6,7,1867
6989,1784.0,3,4,1002
5108,1355.0,2,5,757
2276,862.0,1,1,721
1477,359.0,1,1,742
3461,422.0,1,5,763
896,205.0,1,1,763
2788,128.0,2,2,726
10711,2893.0,10,11,1946
3062,749.0,1,4,713
952,9.0,1,1,753
960,30.0,1,1,714
5020,1009.0,1,5,994
575,130.0,1,1,771
950,238.0,1,1,707
4663,1042.0,1,3,728
6370,724.0,6,9,1951
16451,2968.0,5,23,1269
2219,302.0,2,2,732
3819,0.0,1,2,707
849,47.0,1,1,699
7879,392.0,1,12,712
1588,336.0,1,1,691
1320,12.0,1,3,972
1700,267.0,1,1,696
1430,0.0,1,1,689
1202,434.0,2,2,1351
717,120.0,1,1,702
600,11.0,1,1,718
7522,2381.0,5,8,1915
1420,1.0,1,1,755
1643,236.0,1,1,719
34752,9609.0,21,33,1857
1732,686.0,1,1,738
541,28.0,1,1,975
700,97.0,1,1,747
2324,850.0,2,2,1387
1980,243.0,1,1,754
881,81.0,1,1,754
1221,206.0,1,1,743
1445,171.0,2,2,1391
2832,64.0,2,2,1373
13076,1019.0,3,22,1935
902,187.0,1,1,699
14694,3223.0,10,10,1914
175448,55760.0,6,129,2954
13653,1791.0,4,12,2560
1077,402.0,1,1,734
2453,768.0,2,2,1389
965,244.0,1,1,745
30355,4628.0,7,39,1927
3482,1301.0,1,2,753
15087,2887.0,7,10,1889
1564,247.0,2,2,1292
2046,291.0,1,1,763
29565,2133.0,1,150,725
5433,1320.0,2,4,1230
4391,8.0,1,2,1030
17375,9746.0,4,9,1918
1205,0.0,1,2,689
743,75.0,1,1,729
1422,206.0,1,2,768
1319,176.0,1,1,748
6419,1625.0,3,5,1890
2462,654.0,2,2,1383
2174,214.0,1,4,706
11798,1529.0,2,12,1302
965,205.0,1,1,754
51644,17458.0,4,39,3273
10920,2157.0,2,15,1413
1261,2.0,1,1,711
1833,362.0,1,3,719
8217,939.0,4,15,1985
1456,492.0,2,2,1340
6576,762.0,3,3,1859
2769,527.0,1,3,697
851,188.0,1,1,736
633,27.0,1,1,711
4830,1375.0,4,4,1271
1172,45.0,2,2,1697
4180,1230.0,3,4,1316
14827,4748.0,2,13,769
1325,446.0,1,1,742
32467,3391.0,3,56,1926
1500,80.0,1,2,722
1770,309.0,1,3,710
6498,1988.0,4,5,1381
38839,4708.0,2,33,752
1420,121.0,2,2,1340
13069,896.0,1,8,699
18739,4622.0,10,19,3820
679,35.0,1,1,712
850,238.0,1,1,718
616,159.0,1,1,740
8931,4115.0,4,11,1892
1256,289.0,1,1,717
1350,442.0,1,1,719
28005,641.0,2,20,750
7497,1955.0,3,4,1356
1175,53.0,1,2,710
2196,1032.0,1,1,699
41441,7670.0,2,30,1896
3415,1438.0,1,4,770
2747,1343.0,1,2,718
722,73.0,1,1,714
2766,438.0,1,2,734
20905,4615.0,4,37,1875
4808,1013.0,4,4,1940
10686,3348.0,2,12,1279
8664,2521.0,7,7,1959
3028,1070.0,1,2,693
1548,524.0,1,1,741
3130,1375.0,1,2,1026
2372,76.0,1,3,698
1128,342.0,1,1,724
1472,136.0,1,1,729
1665,159.0,1,1,726
428,92.0,1,1,697
1092,80.0,1,1,733
2014,754.0,1,1,718
1947,377.0,1,1,744
24330,2537.0,1,15,747
4427,1368.0,2,5,739
922,193.0,1,1,1041
2236,258.0,1,1,704
5569,1441.0,1,3,762
4094,1235.0,1,3,767
650,147.0,1,1,706
3325,829.0,2,2,1230
1041,164.0,2,3,704
3740,983.0,2,2,1352
4124,369.0,1,6,724
6703,955.0,2,3,1242
1468,342.0,1,1,758
1248,520.0,1,1,1021
2627,170.0,1,4,714
577,31.0,1,1,708
1439,0.0,1,1,689
853,127.0,1,1,775
1588,336.0,1,1,691
1148,219.0,1,1,692
5116,1715.0,2,4,1280
2904,797.0,2,4,1335
8344,2421.0,2,13,1241
13188,4398.0,2,13,1304
7670,2058.0,2,6,1521
2523,1098.0,2,2,1424
5246,591.0,3,10,726
1211,356.0,1,1,721
414,68.0,1,1,728
1291,455.0,1,1,691
1461,284.0,1,2,731
1611,334.0,1,1,726
10036,2109.0,7,27,1897
3746,122.0,2,2,1346
24611,6587.0,1,13,724
30207,9727.0,6,19,3822
10983,1146.0,7,15,2898
18796,5854.0,2,14,1354
1219,231.0,1,1,728
1568,81.0,1,1,714
2505,21.0,1,1,711
2847,265.0,1,4,693
6380,1625.0,3,3,1271
500,47.0,1,1,697
1046,337.0,1,1,724
726,97.0,1,1,704
3404,843.0,1,2,726
2739,824.0,2,2,996
32550,8520.0,1,31,748
17290,1840.0,2,14,748
7797,1786.0,4,5,1962
18476,7750.0,2,13,1346
12254,3916.0,5,8,1305
533,14.0,1,1,724
1652,514.0,1,1,697
623,0.0,1,1,691
820,118.0,2,2,1358
828,28.0,1,1,763
270315,72815.0,6,158,4115
22164,6973.0,7,13,1946
2109,91.0,1,1,726
5073,584.0,2,7,1365
4744,1283.0,3,3,1926
737,30.0,1,1,720
1370,179.0,2,2,1333
24897,6421.0,1,10,749
6832,2231.0,2,2,1299
574,68.0,1,1,727
2020,516.0,1,1,769
1270,272.0,1,1,973
1519,255.0,1,1,698
1642,496.0,1,1,759
4094,1211.0,1,2,745
56202,160.0,3,60,1198
17802,4578.0,4,13,1394
3083,1030.0,2,2,1382
9394,2499.0,4,5,1374
2315,873.0,1,1,770
611,179.0,1,1,728
3003,202.0,2,2,1352
4178,800.0,2,4,1613
1683,393.0,1,1,726
1530,0.0,1,2,687
1200,65.0,1,1,698
1597,0.0,1,1,734
9035,2403.0,5,9,1882
1425,88.0,1,1,735
729,156.0,1,1,702
2059,331.0,1,2,742
2084,298.0,1,1,727
1798,290.0,1,1,739
17908,3363.0,8,20,1546
4060,875.0,6,7,1907
4799,408.0,1,2,693
955,133.0,1,1,754
2894,809.0,1,2,710
1348,315.0,1,1,728
5803,1039.0,4,6,1399
8339,3077.0,2,7,1313
1416,78.0,1,2,690
579,73.0,1,1,763
533,95.0,1,1,739
6712,1145.0,2,5,1943
3630,268.0,6,6,1354
1756,563.0,1,2,733
3735,432.0,6,6,1250
3969,1562.0,2,3,1384
265,36.0,1,1,710
1292,460.0,1,2,692
8867,3520.0,8,9,3097
689,141.0,1,1,733
1462,501.0,1,1,719
655,24.0,1,1,736
1228,158.0,1,1,999
1870,378.0,1,1,719
4012,464.0,2,4,1311
14991,4075.0,5,19,1920
6336,1346.0,4,4,1363
2836,514.0,1,1,692
3308,1272.0,1,2,753
1594,561.0,1,1,774
918,63.0,1,2,733
960,30.0,1,1,715
765,190.0,1,1,719
2751,295.0,2,2,1718
3693,961.0,2,3,1268
13920,4208.0,8,12,1908
1650,249.0,1,1,692
2089,38.0,1,1,696
9077,2733.0,2,4,1421
4427,827.0,3,3,1915
17489,1687.0,4,28,2020
1034,36.0,1,1,775
14682,1308.0,1,20,730
4652,903.0,3,6,1376
73991,18486.0,15,93,4732
4381,546.0,2,5,1219
2104,80.0,2,2,1218
1422,380.0,1,1,692
2319,307.0,1,4,699
27625,7170.0,3,24,1334
4185,1130.0,6,6,1972
1666,260.0,1,2,746
1578,441.0,1,1,726
1155,438.0,1,1,769
2022,667.0,1,2,707
6642,2118.0,5,6,2204
34157,5541.0,6,48,3864
848,76.0,1,1,706
1508,400.0,1,1,728
1687,356.0,1,1,756
3320,2607.0,1,2,721
946,100.0,1,1,707
3160,704.0,1,1,731
1812,205.0,1,1,727
2071,245.0,2,2,700
17728,6894.0,2,11,1336
3172,252.0,2,3,1228
981,140.0,1,1,1021
7037,2889.0,5,5,1945
2436,878.0,2,2,1347
2115,0.0,1,1,687
1323,106.0,1,2,766
2037,605.0,1,1,709
883,374.0,1,1,747
1553,447.0,1,1,727
4795,1199.0,3,3,1369
2076,816.0,1,1,726
1807,467.0,1,1,728
69387,19544.0,14,64,3784
1114,282.0,1,1,699
1107,227.0,1,1,726
6487,1987.0,1,3,752
440,27.0,1,1,719
5194,1151.0,2,4,754
25273,9536.0,10,16,1910
1674,656.0,1,1,767
1588,336.0,1,1,696
4054,691.0,2,2,1391
2732,774.0,1,5,739
1805,325.0,1,1,969
1896,0.0,1,1,690
628,111.0,1,1,717
502,56.0,1,1,754
3600,0.0,1,1,689
6375,603.0,3,10,1247
15291,4552.0,7,12,1940
6355,1239.0,2,2,1390
61625,25179.0,1,60,704
804,160.0,1,1,699
1561,266.0,2,2,1352
11287,2933.0,5,8,2284
9817,2650.0,1,10,747
4531,109.0,1,10,761
26385,962.0,2,20,751
706,12.0,1,1,753
3421,918.0,2,2,1339
707,65.0,1,1,716
12819,4442.0,5,13,1906
497,40.0,1,1,763
17429,2226.0,7,29,1916
1761,0.0,1,1,687
2291,0.0,1,3,965
1380,330.0,1,1,724
1045,119.0,1,1,731
985,16.0,1,1,727
1541,161.0,1,1,730
1084,208.0,1,1,753
664,112.0,1,1,698
47464,12783.0,3,28,1366
3950,882.0,1,1,762
2455,385.0,2,2,728
2214,455.0,1,2,704
2039,498.0,1,1,1001
1980,267.0,1,1,700
5827,953.0,2,8,1375
3589,614.0,1,2,706
1619,542.0,1,1,740
675,54.0,1,1,746
8439,288.0,1,4,739
5553,2167.0,3,7,1330
4855,1666.0,1,5,706
566,28.0,1,1,759
5280,731.0,3,10,716
1927,232.0,1,1,1033
35157,8170.0,10,91,1872
15191,4533.0,9,13,1923
14551,4771.0,3,9,1264
607,114.0,1,1,767
2042,635.0,1,1,773
5202,1719.0,1,10,774
1543,181.0,2,2,1267
4349,1598.0,2,4,1348
2294,469.0,1,1,758
3828,370.0,1,5,755
34220,8247.0,16,26,4652
34673,7169.0,7,19,1322
6560,1266.0,1,9,748
674,12.0,1,1,724
3975,808.0,1,5,722
1648,445.0,1,1,696
19808,5175.0,5,23,1873
15046,2289.0,1,32,755
549,75.0,1,1,734
22901,7254.0,10,16,1267
817,121.0,1,1,698
1515,474.0,1,1,986
35306,11408.0,5,27,1917
931,0.0,1,1,698
1074,314.0,1,1,723
2718,799.0,2,2,1392
1251,260.0,1,1,763
1425,88.0,1,1,733
4533,793.0,2,3,1335
7830,1443.0,1,10,691
1582,59.0,2,2,1325
5150,1468.0,2,3,1354
1931,0.0,1,1,975
20214,5475.0,3,13,1934
4201,538.0,3,6,1295
780,0.0,1,1,687
917,125.0,1,1,746
714,241.0,1,1,704
12109,4625.0,8,16,2107
616,254.0,1,1,745
48015,26624.0,5,18,1890
12376,1665.0,5,24,1212
2131,687.0,1,1,753
715,69.0,1,1,730
28272,1668.0,4,13,1633
765,160.0,1,1,688
2877,773.0,3,3,1236
3260,310.0,4,5,1376
5132,1131.0,2,7,734
1272,319.0,1,1,691
1674,265.0,1,1,740
7068,1905.0,2,4,1313
3357,735.0,2,4,1235
1322,409.0,1,1,696
4320,515.0,1,5,775
706,58.0,1,1,1001
1910,329.0,1,1,732
2019,281.0,2,4,1357
324,37.0,1,1,741
842,158.0,1,1,724
9377,1691.0,1,10,732
2805,1139.0,2,2,1282
21246,6957.0,4,17,709
803,218.0,1,1,720
854,76.0,1,1,696
36402,2106.0,3,65,715
14741,2905.0,4,19,2227
1337,449.0,1,1,718
8312,2379.0,1,5,775
2080,818.0,1,1,720
8236,2057.0,1,12,741
1162,462.0,1,1,770
1522,442.0,1,1,710
2357,254.0,2,2,1312
16873,5573.0,4,12,1978
1427,380.0,1,1,740
1713,605.0,1,1,725
1771,498.0,1,1,1012
3131,345.0,1,10,700
586,187.0,1,1,734
1863,237.0,3,4,726
37430,10459.0,3,42,1367
1119,0.0,2,2,693
4788,1068.0,3,5,1230
2024,136.0,2,3,1373
5263,2331.0,4,4,1378
3751,945.0,1,3,714
2791,673.0,2,2,1379
2006,290.0,1,2,1006
1448,383.0,1,1,724
18657,1920.0,2,15,1365
850,143.0,1,1,688
1716,268.0,1,2,733
1000,120.0,1,1,707
4794,1042.0,4,5,730
2735,894.0,2,2,1328
5280,1575.0,2,2,1421
7674,1522.0,2,8,1225
2059,357.0,2,2,1285
2077,593.0,1,1,1040
3779,1518.0,3,3,1362
29964,5279.0,2,20,1345
2813,888.0,1,2,693
5113,1070.0,1,8,720
3116,664.0,2,3,1250
1097,91.0,1,2,745
5798,1638.0,9,9,1932
1520,261.0,1,1,745
5019,1806.0,1,4,693
716,18.0,1,1,727
50663,12825.0,28,33,4674
2734,1165.0,2,2,1371
1248,405.0,2,2,714
10667,3398.0,5,10,1899
955,7.0,1,1,758
10631,1106.0,5,8,1909
4253,765.0,2,4,721
2980,311.0,1,1,705
28886,4308.0,1,31,769
6848,429.0,2,3,1368
1173,249.0,1,2,774
1322,423.0,1,1,990
849,89.0,1,1,693
1127,311.0,1,1,760
7819,1985.0,5,13,1384
2126,421.0,1,3,745
580,44.0,1,1,773
664,146.0,1,1,704
25322,6934.0,17,17,1933
465,57.0,1,1,691
1671,0.0,1,1,692
793,82.0,1,1,759
1247,220.0,1,1,977
818,282.0,1,1,724
965,252.0,1,1,704
2321,850.0,1,1,733
4117,670.0,1,1,748
1282,291.0,1,1,713
7982,505.0,2,12,738
6591,699.0,2,8,1290
1394,349.0,1,1,727
5368,1991.0,2,5,1260
1287,308.0,1,1,705
30208,12215.0,4,26,2631
543,24.0,1,1,980
2095,800.0,1,1,1007
1286,356.0,1,1,733
3975,1337.0,1,3,738
952,176.0,1,1,750
4789,50.0,3,3,1381
935,2.0,1,2,712
950,198.0,1,1,690
3204,60.0,1,10,732
21731,7877.0,2,11,1380
2172,579.0,3,3,2062
1321,109.0,1,3,739
13072,2869.0,2,4,1906
540,26.0,1,1,768
1119,376.0,1,1,726
7632,2650.0,3,11,719
25439,9230.0,14,18,1942
722,193.0,1,1,711
938,76.0,1,2,742
2515,0.0,1,2,699
6623,1724.0,4,5,1324
11907,2985.0,3,12,1357
6644,610.0,2,17,1386
1647,462.0,1,1,974
526,14.0,1,1,748
287,17.0,1,1,693
2114,505.0,1,3,717
1810,702.0,2,3,1302
6929,920.0,2,2,737
2496,703.0,1,2,732
5585,1107.0,4,7,1322
37867,15294.0,12,37,2503
72449,27872.0,3,70,735
1919,645.0,1,2,775
645,94.0,1,1,1035
1325,446.0,1,1,711
3428,1070.0,3,3,1310
10394,2652.0,1,10,697
2046,357.0,1,1,711
2244,587.0,2,2,1301
3458,1025.0,2,2,1355
4620,966.0,3,5,1370
1520,0.0,1,1,688
2808,48.0,1,6,752
2551,88.0,1,1,727
1714,500.0,1,1,1021
2240,461.0,1,1,699
3469,276.0,3,6,1340
3731,632.0,2,4,710
2677,639.0,1,1,734
1461,303.0,1,1,708
2979,195.0,4,4,1287
2474,452.0,1,1,706
2972,719.0,2,4,1320
12014,2481.0,2,12,1364
1306,309.0,2,2,1256
10574,2267.0,2,12,1613
1637,551.0,1,1,725
1657,95.0,1,1,730
30027,5335.0,10,29,1900
793,65.0,1,1,724
2006,587.0,1,1,706
7336,2842.0,2,5,1271
2223,0.0,2,3,689
1549,99.0,1,1,740
763,242.0,1,1,718
16200,1843.0,1,24,775
2105,940.0,1,1,1001
549,0.0,1,1,688
1703,330.0,1,1,729
1045,124.0,2,2,1382
10494,3039.0,2,14,1347
1153,275.0,1,1,733
14832,2249.0,5,19,1918
3821,1266.0,3,3,1274
22729,7536.0,2,17,1285
3654,259.0,2,3,706
1560,0.0,1,1,713
7992,2651.0,1,5,982
4071,80.0,1,1,714
682,187.0,1,1,705
2043,82.0,1,1,732
1209,85.0,1,3,749
1428,471.0,1,1,714
7965,2722.0,6,10,1968
1000,198.0,1,1,761
6428,1575.0,6,9,1917
526,29.0,1,1,712
1059,320.0,1,1,754
3595,1355.0,2,3,1574
1699,75.0,2,2,1291
956,279.0,1,1,725
2663,468.0,3,4,741
30822,6428.0,7,29,1871
5546,704.0,6,8,1251
4421,1490.0,1,3,747
5857,1505.0,3,4,1848
1588,336.0,1,1,707
3869,1146.0,1,4,711
54169,11539.0,2,68,1244
13384,3530.0,7,10,3290
4308,1343.0,2,3,1349
1589,503.0,1,1,696
1530,278.0,1,1,717
1237,318.0,1,1,725
509,153.0,1,1,769
374,38.0,1,1,710
769,113.0,1,1,721
793,42.0,1,1,746
457,19.0,1,1,747
8784,2025.0,4,5,2661
571,131.0,1,1,1021
15945,4240.0,14,21,3778
12474,2724.0,7,15,1950
13614,594.0,1,28,745
1543,263.0,1,1,745
4056,1321.0,2,7,1335
5999,1348.0,2,8,758
805,207.0,1,1,768
819,124.0,1,1,700
7505,2135.0,7,7,729
979,390.0,1,1,761
9470,2044.0,5,12,762
7375,753.0,3,10,2231
644,171.0,1,1,747
1034,467.0,1,1,703
1585,394.0,1,1,718
3365,856.0,3,3,1782
2448,852.0,1,2,706
3238,1095.0,1,3,724
487,216.0,1,2,704
385,78.0,1,1,769
3894,845.0,1,4,706
5352,1557.0,2,6,1265
734,95.0,1,1,1001
2816,785.0,2,2,1369
2016,725.0,2,2,741
2680,481.0,3,4,1383
1739,0.0,1,3,691
8581,1861.0,7,11,2613
745,231.0,1,1,756
1548,481.0,1,1,727
1540,108.0,2,3,1492
293016,63468.0,3,230,749
5045,1391.0,2,6,1334
24866,7585.0,5,22,2807
1760,0.0,2,2,690
1178,8.0,1,2,770
1778,275.0,2,2,1402
1868,208.0,1,4,691
4043,813.0,4,6,1323
1308,14.0,2,2,1423
2321,787.0,1,1,706
1388,268.0,1,1,720
3700,1048.0,1,4,728
1456,336.0,1,1,767
38185,10261.0,19,24,4698
1500,414.0,2,2,766
46105,6679.0,8,34,1884
1257,227.0,1,2,691
635,13.0,1,2,719
1549,258.0,1,2,747
4467,8.0,2,2,721
2081,371.0,1,1,710
1312,408.0,2,2,1319
859,40.0,3,3,1930
810,287.0,1,1,720
46417,9343.0,9,91,4101
576,132.0,1,1,738
2927,709.0,2,4,708
582,101.0,1,1,760
780,56.0,1,1,728
1980,267.0,1,1,699
2326,654.0,1,2,754
1508,423.0,2,2,720
2253,458.0,1,2,740
1369,395.0,1,1,734
12699,3893.0,6,15,1843
656,0.0,1,1,970
7628,938.0,2,11,1452
1681,540.0,1,2,700
3544,1174.0,1,4,717
10141,1644.0,3,17,1320
3104,422.0,6,6,1907
564,174.0,1,1,733
929,205.0,1,1,700
1360,362.0,1,2,733
53961,15819.0,13,89,1853
2883,147.0,2,5,1374
1679,389.0,1,1,1000
1693,402.0,2,2,1333
18663,4282.0,4,14,1941
7872,2657.0,1,2,713
13361,4012.0,1,15,750
1586,312.0,1,1,696
635,5.0,1,1,700
698,248.0,1,1,737
9457,1189.0,1,15,714
4471,1195.0,3,4,1388
549,64.0,1,1,716
4561,1000.0,3,5,2294
476,9.0,1,1,774
7759,997.0,2,10,708
1903,399.0,1,2,710
5283,838.0,2,3,703
1588,336.0,1,1,697
3575,922.0,3,3,1382
9000,1820.0,1,5,717
1600,406.0,1,1,760
12764,2796.0,5,19,1299
1000,120.0,1,1,733
1268,234.0,1,1,1014
7460,297.0,2,17,1333
497,102.0,1,1,734
8331,2623.0,5,5,1940
1053,273.0,1,1,742
1913,73.0,3,3,720
898,312.0,1,1,745
1593,558.0,1,2,737
1409,654.0,1,1,731
982,348.0,1,2,705
562,67.0,1,1,768
1666,408.0,1,2,1021
39269,7731.0,10,50,4649
3359,180.0,1,1,746
9131,3085.0,3,13,724
2458,179.0,2,4,1291
4122,1543.0,1,1,698
273,33.0,1,1,752
3059,690.0,1,4,696
2402,348.0,2,2,1332
5373,291.0,1,15,692
695,178.0,1,1,716
2464,521.0,2,2,721
1468,305.0,1,1,974
3881,1329.0,4,5,1359
1427,530.0,1,1,718
2666,915.0,2,2,1283
3075,569.0,3,5,731
3611,1894.0,1,1,720
6962,1826.0,2,8,740
1008,251.0,1,1,693
1434,406.0,1,1,690
469,38.0,1,1,738
2854,704.0,3,3,1271
13576,4767.0,5,15,2392
