Company Name,Revenue,Margin,Orders,Units,Recency
Customer10710,1150,188,1,1,624
Customer10711,1068,121,1,3,602
Customer10712,1832,286,1,3,605
Customer10713,1650,226,1,1,622
Customer10714,3138,928,2,4,661
Customer10715,1030,329,1,1,622
Customer10716,726,139,1,1,665
Customer10717,7406,721,6,10,1260
Customer10718,809,140,1,1,686
Customer10719,94114,35373,4,64,1237
Customer1072,2473,759,1,1,990
Customer10720,1376,419,1,1,683
Customer10721,628,144,1,1,683
Customer10722,1102,108,1,1,682
Customer10723,1004,185,1,1,642
Customer10724,4778,371,7,12,1181
Customer10725,1980,294,1,1,629
Customer10726,1206,395,1,1,672
Customer10727,7686,2700,1,10,622
Customer10728,4257,1100,3,4,1200
Customer10729,6147,2139,2,4,610
Customer1073,2228,786,1,1,1008
Customer10730,2751,565,2,2,1200
Customer10731,6884,1617,1,9,682
Customer10732,1450,535,1,1,683
Customer10733,4763,1039,1,6,678
Customer10734,2671,794,1,1,614
Customer10735,5194,458,1,5,614
Customer10736,2280,418,1,2,676
Customer10737,3663,866,1,1,614
Customer10738,1433,270,1,1,644
Customer10739,15646,3868,9,9,1181
Customer1074,354760,127485,91,360,4693
Customer10740,8466,3198,3,6,650
Customer10741,255,13,1,1,657
Customer10742,44153,10481,5,61,1179
Customer10743,2472,1410,1,1,649
Customer10744,2652,228,1,3,673
Customer10745,3652,1481,1,2,682
Customer10746,1063,397,1,1,644
Customer10747,1580,584,1,1,608
Customer10748,3825,870,1,3,627
Customer10749,1594,240,1,1,647
Customer1075,1453,605,1,1,1041
Customer10750,1527,262,1,3,601
Customer10751,3146,1187,1,1,654
Customer10752,491,188,1,1,665
Customer10753,33520,12651,2,20,1244
Customer10754,6360,344,4,11,626
Customer10755,11850,1546,3,13,1185
Customer10756,12724,5013,2,6,1349
Customer10757,1463,60,1,2,608
Customer10758,21120,579,1,12,654
Customer10759,1355,228,1,3,628
Customer1076,700,4,1,1,987
Customer10760,1366,0,1,1,601
Customer10761,818,40,1,1,641
Customer10762,1427,515,1,1,635
Customer10763,4950,2010,2,2,634
Customer10764,1112,359,2,2,648
Customer10765,9348,2227,4,9,1224
Customer10766,1665,658,1,1,665
Customer10767,881,182,1,1,616
Customer10768,1726,687,1,1,613
Customer10769,974,306,1,1,643
Customer1077,2387,858,1,1,1001
Customer10770,838,260,1,1,678
Customer10771,1971,336,2,4,1174
Customer10772,2656,1049,2,2,1139
Customer10773,2535,523,1,3,642
Customer10774,1983,290,1,1,668
Customer10775,1714,379,1,1,676
Customer10776,1564,259,1,2,663
Customer10777,1798,607,2,2,1207
Customer10778,1611,362,1,1,637
Customer10779,929,333,1,1,684
Customer1078,2341,693,2,2,1887
Customer10780,893,0,1,1,599
Customer10781,660,61,1,1,635
Customer10782,2890,195,3,4,1218
Customer10783,994,116,1,1,681
Customer10784,3651,73,2,2,647
Customer10785,912,156,1,1,627
Customer10786,1820,462,1,1,668
Customer10787,849,21,1,1,637
Customer10788,2564,52,2,8,685
Customer10789,440,6,1,1,670
Customer1079,30839,8246,6,28,3164
Customer10790,3250,1336,1,2,613
Customer10791,1289,180,2,2,650
Customer10792,5644,812,1,10,658
Customer10793,769,130,1,1,609
Customer10794,7661,0,1,1,602
Customer10795,837,31,1,2,626
Customer10796,1606,180,1,1,606
Customer10797,6638,1830,2,7,630
Customer10798,12813,3787,1,12,682
Customer10799,2192,762,1,1,651
Customer108,37296,12709,4,30,1655
Customer1080,7926,2388,2,7,1945
Customer10800,1738,336,1,1,618
Customer10801,1587,386,1,2,600
Customer10802,1543,309,1,1,601
Customer10803,919,0,1,1,598
Customer10804,2479,443,1,2,613
Customer10805,3656,364,1,2,640
Customer10806,1305,0,1,1,597
Customer10807,6361,2106,2,4,1193
Customer10808,1395,633,1,1,640
Customer10809,1612,408,1,1,616
Customer1081,3720,1341,1,4,1039
Customer10810,546,1,1,1,676
Customer10811,3701,473,5,5,1176
Customer10812,6064,2095,1,3,626
Customer10813,739,61,1,1,650
Customer10814,5820,1478,3,3,1167
Customer10815,69393,19159,3,41,1140
Customer10816,6844,2557,3,4,1174
Customer10817,3501,516,1,2,636
Customer10818,9383,2337,5,7,660
Customer10819,5221,1006,2,8,1159
Customer1082,1262,528,1,1,1043
Customer10820,4192,1444,2,5,1207
Customer10821,1410,80,1,1,663
Customer10822,38441,8014,5,26,1167
Customer10823,1974,591,1,2,656
Customer10824,1640,183,1,2,630
Customer10825,1249,411,1,1,630
Customer10826,1380,51,1,1,638
Customer10827,1206,501,1,1,683
Customer10828,889,28,1,1,659
Customer10829,872,284,1,1,637
Customer1083,52794,11841,20,76,4650
Customer10830,1246,0,1,1,604
Customer10831,1681,572,1,1,628
Customer10832,850,145,1,1,677
Customer10833,529,13,1,1,637
Customer10834,1464,488,1,1,629
Customer10835,1703,415,1,1,621
Customer10836,1359,71,1,2,635
Customer10837,2683,1030,1,2,655
Customer10838,5161,2079,1,8,644
Customer10839,2167,329,2,2,1188
Customer1084,2108,331,2,2,1506
Customer10840,71228,28196,2,54,1149
Customer10841,1831,401,1,1,642
Customer10842,1144,408,1,1,643
Customer10843,1700,453,1,1,671
Customer10844,5337,1283,3,3,675
Customer10845,7061,3004,4,5,1257
Customer10846,13474,4904,4,11,1193
Customer10847,2632,1066,1,1,663
Customer10848,1702,452,1,1,682
Customer10849,5367,1764,2,4,1139
Customer1085,299,26,1,1,1006
Customer10850,501,31,1,1,620
Customer10851,1012,201,1,1,620
Customer10852,1470,0,1,1,598
Customer10853,2236,276,1,1,668
Customer10854,917,102,1,2,638
Customer10855,1798,291,1,2,630
Customer10856,1250,223,1,1,614
Customer10857,1101,362,1,1,655
Customer10858,936,237,1,1,656
Customer10859,1461,131,1,1,679
Customer1086,1345,0,1,1,962
Customer10860,1290,351,1,1,609
Customer10861,1270,323,1,1,682
Customer10862,919,166,1,1,670
Customer10863,1128,428,1,1,640
Customer10864,1248,299,1,1,612
Customer10865,1824,790,1,1,648
Customer10866,1507,490,1,1,663
Customer10867,1648,328,1,2,671
Customer10868,9666,2169,3,6,628
Customer10869,16887,5898,2,11,1189
Customer1087,61147,8647,6,36,1004
Customer10870,7951,514,1,6,599
Customer10871,1605,425,1,2,629
Customer10872,927,64,1,2,667
Customer10873,940,300,1,1,634
Customer10874,849,113,1,1,628
Customer10875,1700,539,1,1,642
Customer10876,1933,435,1,2,668
Customer10877,769,60,1,1,622
Customer10878,3848,1013,3,3,1219
Customer10879,2458,52,1,2,607
Customer1088,76820,19980,14,66,3995
Customer10880,2809,467,1,2,614
Customer10881,4073,243,3,5,1157
Customer10882,12572,5328,1,10,676
Customer10883,1498,104,1,1,615
Customer10884,2650,796,1,2,662
Customer10885,695,55,1,1,644
Customer10886,727,155,1,1,670
Customer10887,726,220,1,1,613
Customer10888,18686,7006,7,11,1194
Customer10889,1863,722,1,1,640
Customer1089,918,96,1,1,1034
Customer10890,965,274,1,1,644
Customer10891,14231,6633,1,8,640
Customer10892,1646,552,1,1,658
Customer10893,7492,2894,5,6,1179
Customer10894,1473,466,1,1,606
Customer10895,6676,890,2,7,663
Customer10896,1945,378,1,1,672
Customer10897,8672,3222,8,9,1176
Customer10898,66917,19471,24,93,1159
Customer10899,1004,219,1,1,621
Customer109,31158,12179,8,22,3860
Customer1090,25743,12244,4,18,3281
Customer10900,1898,761,1,1,650
Customer10901,2043,662,1,2,658
Customer10902,1112,245,1,1,602
Customer10903,1402,453,1,1,607
Customer10904,1825,894,1,1,647
Customer10905,1945,378,1,1,629
Customer10906,1749,397,1,1,665
Customer10907,861,153,1,1,608
Customer10908,2459,261,1,2,679
Customer10909,2313,314,1,1,620
Customer1091,4928,1940,1,3,979
Customer10910,1303,377,1,1,602
Customer10911,337,88,1,1,641
Customer10912,2236,381,1,1,615
Customer10913,1036,376,1,1,618
Customer10914,8128,1493,2,12,1159
Customer10915,802,0,1,1,598
Customer10916,26825,9090,2,16,1114
Customer10917,730,38,1,1,635
Customer10918,1760,289,1,1,616
Customer10919,95872,33892,3,52,1154
Customer1092,44872,18908,9,35,4814
Customer10920,1327,158,1,2,637
Customer10921,97281,15090,2,77,1142
Customer10922,1081,322,1,1,653
Customer10923,2925,584,2,2,1197
Customer10924,1078,45,1,2,612
Customer10925,1078,256,1,1,635
Customer10926,1841,692,1,1,629
Customer10927,2958,599,1,5,629
Customer10928,1279,205,1,2,675
Customer10929,1251,327,1,1,621
Customer1093,15020,5938,2,11,1668
Customer10930,10327,3530,4,8,641
Customer10931,1458,703,1,1,683
Customer10932,1348,172,1,1,675
Customer10933,1904,73,1,2,640
Customer10934,42447,15847,1,42,657
Customer10935,1757,521,2,2,627
Customer10936,18389,2070,2,15,672
Customer10937,323,10,1,1,600
Customer10938,5452,2693,1,3,609
Customer10939,901,264,1,1,665
Customer1094,2222,674,1,2,966
Customer10940,2063,482,1,3,612
Customer10941,14383,3491,7,14,661
Customer10942,15830,6064,8,14,1196
Customer10943,1252,205,1,1,623
Customer10944,1759,121,1,1,635
Customer10945,11779,3672,8,8,1184
Customer10946,323,10,1,1,599
Customer10947,30357,10567,2,36,1232
Customer10948,1674,672,1,1,598
Customer10949,20993,4672,6,17,1188
Customer1095,1749,0,1,1,978
Customer10950,2236,457,1,1,674
Customer10951,2406,726,1,2,628
Customer10952,1216,129,1,1,661
Customer10953,1913,0,1,1,597
Customer10954,1046,109,1,1,643
Customer10955,2362,404,1,1,633
Customer10956,968,0,1,1,596
Customer10957,2239,279,1,1,665
Customer10958,880,110,1,1,604
Customer10959,7315,292,1,11,679
Customer1096,37700,13577,13,34,4638
Customer10960,3769,1200,3,3,1151
Customer10961,239,51,1,1,641
Customer10962,1611,362,1,1,635
Customer10963,2214,539,1,2,614
Customer10964,1192,256,1,1,672
Customer10965,2040,415,1,1,623
Customer10966,1107,254,1,1,643
Customer10967,1198,446,1,1,606
Customer10968,7349,3354,2,4,1230
Customer10969,2269,1055,1,1,621
Customer1097,300,90,1,1,1021
Customer10970,1255,0,1,1,667
Customer10971,3496,521,1,5,612
Customer10972,1197,481,2,2,1237
Customer10973,8102,3366,2,6,1234
Customer10974,3929,1418,1,4,614
Customer10975,758,37,1,1,671
Customer10976,1379,351,1,1,671
Customer10977,5741,2751,1,6,663
Customer10978,2202,919,2,2,1165
Customer10979,3476,538,3,5,1154
Customer1098,1533,535,1,1,985
Customer10980,2214,509,1,2,644
Customer10981,2250,635,1,1,608
Customer10982,939,83,1,1,608
Customer10983,1966,323,3,3,1153
Customer10984,49109,11421,1,45,630
Customer10985,501,20,1,1,640
Customer10986,13635,4866,3,8,1222
Customer10987,18582,4068,7,13,1693
Customer10988,4119,1027,3,3,1196
Customer10989,1139,297,1,1,637
Customer1099,21506,1952,9,31,4078
Customer10990,2446,590,1,1,668
Customer10991,5683,1122,1,9,599
Customer10992,5746,0,1,8,607
Customer10993,338,83,1,1,679
Customer10994,5843,1526,2,8,1243
Customer10995,2043,589,1,2,655
Customer10996,889,31,1,1,635
Customer10997,4933,1384,1,5,599
Customer10998,1795,315,2,2,654
Customer10999,17574,3735,4,45,1178
Customer11,25490,2422,9,31,3691
Customer110,3638,1033,2,2,1861
Customer1100,1663,455,1,1,1027
Customer11000,16164,5468,10,11,1180
Customer11001,4253,973,1,2,669
Customer11002,1342,361,1,1,614
Customer11003,1000,12,1,1,643
Customer11004,1069,323,1,1,635
Customer11005,849,25,1,1,602
Customer11006,21104,3379,4,22,1156
Customer11007,13381,4335,3,9,1182
Customer11008,2430,702,1,1,673
Customer11009,1478,195,1,1,654
Customer1101,3189,934,1,2,980
Customer11010,7036,808,1,7,685
Customer11011,1419,95,1,1,600
Customer11012,2084,547,1,1,672
Customer11013,1200,122,1,2,685
Customer11014,3599,1009,1,1,642
Customer11015,1380,51,1,1,640
Customer11016,1484,546,1,1,629
Customer11017,5622,1776,2,5,1149
Customer11018,1284,182,3,3,1159
Customer11019,5911,2176,2,4,661
Customer1102,26523,9511,6,20,2165
Customer11020,3283,1027,1,1,681
Customer11021,2681,1065,1,2,672
Customer11022,13990,4127,1,13,665
Customer11023,14988,1998,11,16,1163
Customer11024,3947,973,1,4,612
Customer11025,1618,278,1,1,635
Customer11026,2236,278,1,1,636
Customer11027,1354,151,1,1,619
Customer11028,2646,906,1,2,619
Customer11029,915,55,1,1,600
Customer1103,1196,432,1,1,1002
Customer11030,539,23,1,1,612
Customer11031,3268,406,2,2,653
Customer11032,1139,57,1,1,630
Customer11033,1726,267,1,3,633
Customer11034,1478,468,1,1,628
Customer11035,1054,259,1,1,622
Customer11036,35722,15922,2,34,1212
Customer11037,886,332,1,1,664
Customer11038,1384,223,1,2,634
Customer11039,3252,0,1,2,602
Customer1104,5635,1378,1,1,992
Customer11040,1506,332,1,1,684
Customer11041,778,30,1,1,675
Customer11042,1210,240,1,1,620
Customer11043,9952,546,8,12,1197
Customer11044,3116,717,1,1,629
Customer11045,1631,746,1,1,602
Customer11046,1415,388,1,1,649
Customer11047,1344,527,1,1,686
Customer11048,5729,893,4,5,1164
Customer11049,1664,705,2,2,622
Customer1105,6211,1222,3,4,1013
Customer11050,5767,2060,1,5,608
Customer11051,1757,781,1,1,684
Customer11052,2222,855,2,2,656
Customer11053,1444,241,1,1,623
Customer11054,3375,0,1,2,599
Customer11055,1037,120,2,2,622
Customer11056,1507,491,1,1,670
Customer11057,835,196,1,1,648
Customer11058,11739,1905,2,13,1188
Customer11059,1441,112,1,1,637
Customer1106,9245,2022,5,13,1754
Customer11060,418,15,1,1,633
Customer11061,1017,0,1,1,598
Customer11062,1988,398,1,1,608
Customer11063,3794,371,3,7,1142
Customer11064,2058,547,1,1,602
Customer11065,1320,569,1,1,670
Customer11066,832,205,1,1,605
Customer11067,18962,595,1,17,633
Customer11068,4300,1704,1,2,656
Customer11069,1760,189,3,3,1215
Customer1107,1836,659,1,5,964
Customer11070,5743,387,2,9,620
Customer11071,1580,579,1,1,616
Customer11072,2687,683,1,1,651
Customer11073,1480,348,1,1,628
Customer11074,1291,39,1,1,670
Customer11075,917,186,1,1,633
Customer11076,7055,1094,2,7,614
Customer11077,1606,699,1,1,613
Customer11078,1172,342,1,1,619
Customer11079,7116,1426,3,5,1205
Customer1108,2565,1159,1,1,987
Customer11080,6450,2711,1,3,633
Customer11081,5973,1288,4,4,1234
Customer11082,4203,2603,2,2,1165
Customer11083,1929,679,1,1,651
Customer11084,16720,307,1,40,621
Customer11085,3529,305,2,5,648
Customer11086,18073,4017,3,12,679
Customer11087,1711,547,1,1,641
Customer11088,699,121,1,1,648
Customer11089,3206,1222,2,3,1179
Customer1109,1631,773,1,1,1046
Customer11090,1788,581,1,3,640
Customer11091,4960,1044,1,2,650
Customer11092,2633,866,1,2,616
Customer11093,1094,1,1,1,642
Customer11094,1471,468,1,1,619
Customer11095,1469,102,1,1,620
Customer11096,3706,1071,2,2,624
Customer11097,3393,897,2,3,1278
Customer11098,11647,4283,2,7,1318
Customer11099,2175,966,1,1,634
Customer111,1440,0,1,1,966
Customer1110,327,4,1,1,1008
Customer11100,778,30,1,1,673
Customer11101,899,47,1,1,619
Customer11102,2376,516,1,3,647
Customer11103,1225,452,1,1,608
Customer11104,10139,1919,1,12,669
Customer11105,2620,880,2,2,1193
Customer11106,1616,482,2,3,1154
Customer11107,686,184,1,1,676
Customer11108,1876,699,1,1,637
Customer11109,637,131,1,1,659
Customer1111,56612,14584,10,84,3940
Customer11110,1332,138,1,3,627
Customer11111,752,319,1,1,605
Customer11112,2264,396,1,1,613
Customer11113,1980,373,1,1,640
Customer11114,537,14,1,1,621
Customer11115,7203,2702,2,7,1212
Customer11116,11531,1455,1,20,616
Customer11117,14536,2735,5,25,1159
Customer11118,1572,100,2,2,1164
Customer11119,2836,609,2,2,1173
Customer1112,2628,411,2,2,1676
Customer11120,3945,1537,2,2,1181
Customer11121,1495,582,1,1,653
Customer11122,2016,681,1,1,654
Customer11123,16299,6524,7,11,1154
Customer11124,5918,2314,3,3,1173
Customer11125,12648,3459,5,11,1149
Customer11126,3468,272,1,1,671
Customer11127,14790,4110,3,16,650
Customer11128,1283,9,1,1,599
Customer11129,18748,3892,11,20,1195
Customer1113,317,7,1,1,999
Customer11130,9922,3058,4,7,650
Customer11131,2315,606,1,1,612
Customer11132,4992,1299,4,6,1186
Customer11133,4634,1318,1,4,602
Customer11134,4701,1933,2,3,640
Customer11135,1058,142,1,1,636
Customer11136,1476,193,1,1,614
Customer11137,849,21,1,1,634
Customer11138,4084,486,1,1,669
Customer11139,1471,604,1,1,621
Customer1114,12258,3863,5,10,3971
Customer11140,2444,758,1,1,657
Customer11141,835,23,1,1,605
Customer11142,4252,1504,1,1,684
Customer11143,9941,1483,1,10,682
Customer11144,530,234,1,1,616
Customer11145,1333,353,1,1,634
Customer11146,2174,0,1,1,597
Customer11147,2662,885,1,3,663
Customer11148,4234,927,1,4,614
Customer11149,2236,381,1,1,621
Customer1115,1243,178,1,1,993
Customer11150,858,156,1,1,657
Customer11151,3728,2251,2,2,1177
Customer11152,586,34,1,1,648
Customer11153,4121,561,2,3,632
Customer11154,1910,713,2,2,1214
Customer11155,6994,1101,5,7,1160
Customer11156,1108,192,1,1,654
Customer11157,1500,406,1,1,670
Customer11158,699,70,1,1,599
Customer11159,13032,3710,5,9,1169
Customer1116,586,0,1,1,973
Customer11160,7526,1502,3,10,658
Customer11161,657,13,1,1,654
Customer11162,1187,258,1,1,644
Customer11163,1351,145,1,1,660
Customer11164,5493,1704,3,3,618
Customer11165,1680,287,1,1,637
Customer11166,2223,640,1,1,640
Customer11167,3259,104,1,1,637
Customer11168,1357,547,1,1,606
Customer11169,14163,2631,4,15,1183
Customer1117,1430,589,1,1,1047
Customer11170,1390,550,1,1,605
Customer11171,1800,587,1,1,669
Customer11172,115102,17659,1,91,647
Customer11173,6329,1322,2,8,1184
Customer11174,3094,917,3,3,1157
Customer11175,1620,326,1,1,613
Customer11176,1440,215,1,1,616
Customer11177,19813,894,15,20,1171
Customer11178,797,110,1,1,606
Customer11179,27639,6043,15,47,1189
Customer1118,1143,257,1,1,1043
Customer11180,1248,290,1,2,605
Customer11181,1537,33,1,3,637
Customer11182,339,28,1,1,612
Customer11183,2770,612,2,2,1180
Customer11184,1717,312,1,1,657
Customer11185,4338,1123,1,3,649
Customer11186,2337,777,1,2,649
Customer11187,8553,1110,2,20,1199
Customer11188,984,71,1,1,677
Customer11189,1188,532,1,1,669
Customer1119,1239,533,1,1,985
Customer11190,2910,737,3,3,624
Customer11191,10134,3079,6,13,1172
Customer11192,688,316,1,1,641
Customer11193,1485,476,1,1,675
Customer11194,2097,115,1,2,619
Customer11195,779,24,1,1,646
Customer11196,949,307,1,1,621
Customer11197,1476,273,1,1,629
Customer11198,1471,148,2,2,1235
Customer11199,6898,2343,3,5,1212
Customer112,54222,8470,4,39,1614
Customer1120,1363,0,1,1,961
Customer11200,4885,848,3,3,1199
Customer11201,1987,608,1,1,614
Customer11202,1698,702,1,1,682
Customer11203,4020,631,3,4,1153
Customer11204,8383,2619,2,9,1124
Customer11205,1267,277,1,1,628
Customer11206,747,87,1,1,631
Customer11207,2802,1206,2,2,1221
Customer11208,1613,364,1,1,633
Customer11209,19524,4795,10,23,1193
Customer1121,774,12,1,1,1036
Customer11210,7973,398,1,7,612
Customer11211,2987,447,1,3,669
Customer11212,10260,11,1,6,648
Customer11213,2744,677,2,2,1192
Customer11214,2803,165,2,3,621
Customer11215,3024,928,2,2,651
Customer11216,1633,794,1,2,608
Customer11217,1080,78,1,1,614
Customer11218,756,134,1,1,629
Customer11219,6048,465,3,10,1180
Customer1122,5535,1961,3,3,1527
Customer11220,7220,0,1,4,626
Customer11221,3870,886,1,5,647
Customer11222,1951,336,1,1,605
Customer11223,1647,222,1,2,682
Customer11224,11231,3439,6,10,3246
Customer11225,7548,512,2,3,647
Customer11226,3218,1017,2,2,653
Customer11227,5353,1644,1,2,604
Customer11228,7139,1544,4,12,2403
Customer11229,1224,50,1,1,646
Customer1123,601,23,1,1,1007
Customer11230,817,360,1,1,615
Customer11231,810,2,1,1,665
Customer11232,1040,172,1,1,599
Customer11233,1124,132,1,1,603
Customer11234,2000,493,1,2,638
Customer11235,1564,516,1,1,676
Customer11236,376314,91498,151,575,1176
Customer11237,1145,92,1,1,664
Customer11238,1000,247,1,1,636
Customer11239,2135,0,1,3,596
Customer1124,2157,113,3,3,1517
Customer11240,3201,1138,2,2,638
Customer11241,5077,661,4,8,1154
Customer11242,10688,1873,1,17,636
Customer11243,38555,10592,1,24,635
